Middle layer Super Output Areas Code,Middle layer Super Output Areas,Distance travelled to work (11 categories),Observation
E02004551,Harlow 008,"Works mainly at an offshore installation, in no fixed place, or outside the UK",686
E02004552,Harlow 009,"Works mainly at an offshore installation, in no fixed place, or outside the UK",617
E02004553,Harlow 010,"Works mainly at an offshore installation, in no fixed place, or outside the UK",707
E02004554,Harlow 011,"Works mainly at an offshore installation, in no fixed place, or outside the UK",720
E02004555,Maldon 001,"Works mainly at an offshore installation, in no fixed place, or outside the UK",695
E02004556,Maldon 002,"Works mainly at an offshore installation, in no fixed place, or outside the UK",522
E02004557,Maldon 003,"Works mainly at an offshore installation, in no fixed place, or outside the UK",812
E02004558,Maldon 004,"Works mainly at an offshore installation, in no fixed place, or outside the UK",524
E02004559,Maldon 005,"Works mainly at an offshore installation, in no fixed place, or outside the UK",596
E02004560,Maldon 006,"Works mainly at an offshore installation, in no fixed place, or outside the UK",903
E02004561,Maldon 007,"Works mainly at an offshore installation, in no fixed place, or outside the UK",1120
E02004562,Maldon 008,"Works mainly at an offshore installation, in no fixed place, or outside the UK",777
E02004563,Rochford 001,"Works mainly at an offshore installation, in no fixed place, or outside the UK",628
E02004564,Rochford 002,"Works mainly at an offshore installation, in no fixed place, or outside the UK",717
E02004566,Rochford 004,"Works mainly at an offshore installation, in no fixed place, or outside the UK",526
E02004567,Rochford 005,"Works mainly at an offshore installation, in no fixed place, or outside the UK",609
E02004568,Rochford 006,"Works mainly at an offshore installation, in no fixed place, or outside the UK",679
E02004569,Rochford 007,"Works mainly at an offshore installation, in no fixed place, or outside the UK",826
E02004570,Rochford 008,"Works mainly at an offshore installation, in no fixed place, or outside the UK",640
E02004571,Rochford 009,"Works mainly at an offshore installation, in no fixed place, or outside the UK",590
E02004572,Rochford 010,"Works mainly at an offshore installation, in no fixed place, or outside the UK",726
E02004573,Tendring 001,"Works mainly at an offshore installation, in no fixed place, or outside the UK",463
E02004574,Tendring 002,"Works mainly at an offshore installation, in no fixed place, or outside the UK",585
E02004575,Tendring 003,"Works mainly at an offshore installation, in no fixed place, or outside the UK",925
E02004576,Tendring 004,"Works mainly at an offshore installation, in no fixed place, or outside the UK",762
E02004577,Tendring 005,"Works mainly at an offshore installation, in no fixed place, or outside the UK",556
E02004578,Tendring 006,"Works mainly at an offshore installation, in no fixed place, or outside the UK",485
E02004579,Tendring 007,"Works mainly at an offshore installation, in no fixed place, or outside the UK",688
E02004580,Tendring 008,"Works mainly at an offshore installation, in no fixed place, or outside the UK",886
E02004581,Tendring 009,"Works mainly at an offshore installation, in no fixed place, or outside the UK",801
E02004582,Tendring 010,"Works mainly at an offshore installation, in no fixed place, or outside the UK",534
E02004583,Tendring 011,"Works mainly at an offshore installation, in no fixed place, or outside the UK",877
E02004584,Tendring 012,"Works mainly at an offshore installation, in no fixed place, or outside the UK",466
E02004585,Tendring 013,"Works mainly at an offshore installation, in no fixed place, or outside the UK",835
E02004586,Tendring 014,"Works mainly at an offshore installation, in no fixed place, or outside the UK",578
E02004587,Tendring 015,"Works mainly at an offshore installation, in no fixed place, or outside the UK",585
E02004588,Tendring 016,"Works mainly at an offshore installation, in no fixed place, or outside the UK",506
E02004589,Tendring 017,"Works mainly at an offshore installation, in no fixed place, or outside the UK",642
E02004590,Tendring 018,"Works mainly at an offshore installation, in no fixed place, or outside the UK",644
E02004591,Uttlesford 001,"Works mainly at an offshore installation, in no fixed place, or outside the UK",437
E02004592,Uttlesford 002,"Works mainly at an offshore installation, in no fixed place, or outside the UK",913
E02004593,Uttlesford 003,"Works mainly at an offshore installation, in no fixed place, or outside the UK",565
E02004594,Uttlesford 004,"Works mainly at an offshore installation, in no fixed place, or outside the UK",645
E02004595,Uttlesford 005,"Works mainly at an offshore installation, in no fixed place, or outside the UK",1154
E02004596,Uttlesford 006,"Works mainly at an offshore installation, in no fixed place, or outside the UK",890
E02004597,Uttlesford 007,"Works mainly at an offshore installation, in no fixed place, or outside the UK",782
E02004598,Uttlesford 008,"Works mainly at an offshore installation, in no fixed place, or outside the UK",941
E02004599,Uttlesford 009,"Works mainly at an offshore installation, in no fixed place, or outside the UK",642
E02004675,Basingstoke and Deane 001,"Works mainly at an offshore installation, in no fixed place, or outside the UK",521
E02004676,Basingstoke and Deane 002,"Works mainly at an offshore installation, in no fixed place, or outside the UK",502
E02004677,Basingstoke and Deane 003,"Works mainly at an offshore installation, in no fixed place, or outside the UK",427
E02004678,Basingstoke and Deane 004,"Works mainly at an offshore installation, in no fixed place, or outside the UK",500
E02004679,Basingstoke and Deane 005,"Works mainly at an offshore installation, in no fixed place, or outside the UK",690
E02004680,Basingstoke and Deane 006,"Works mainly at an offshore installation, in no fixed place, or outside the UK",443
E02004681,Basingstoke and Deane 007,"Works mainly at an offshore installation, in no fixed place, or outside the UK",998
E02004682,Basingstoke and Deane 008,"Works mainly at an offshore installation, in no fixed place, or outside the UK",495
E02004683,Basingstoke and Deane 009,"Works mainly at an offshore installation, in no fixed place, or outside the UK",523
E02004684,Basingstoke and Deane 010,"Works mainly at an offshore installation, in no fixed place, or outside the UK",747
E02004685,Basingstoke and Deane 011,"Works mainly at an offshore installation, in no fixed place, or outside the UK",521
E02004686,Basingstoke and Deane 012,"Works mainly at an offshore installation, in no fixed place, or outside the UK",533
E02004687,Basingstoke and Deane 013,"Works mainly at an offshore installation, in no fixed place, or outside the UK",597
E02004688,Basingstoke and Deane 014,"Works mainly at an offshore installation, in no fixed place, or outside the UK",669
E02004689,Basingstoke and Deane 015,"Works mainly at an offshore installation, in no fixed place, or outside the UK",324
E02004690,Basingstoke and Deane 016,"Works mainly at an offshore installation, in no fixed place, or outside the UK",649
E02004691,Basingstoke and Deane 017,"Works mainly at an offshore installation, in no fixed place, or outside the UK",501
E02004692,Basingstoke and Deane 018,"Works mainly at an offshore installation, in no fixed place, or outside the UK",396
E02004693,Basingstoke and Deane 019,"Works mainly at an offshore installation, in no fixed place, or outside the UK",570
E02004694,Basingstoke and Deane 020,"Works mainly at an offshore installation, in no fixed place, or outside the UK",494
E02004695,Basingstoke and Deane 021,"Works mainly at an offshore installation, in no fixed place, or outside the UK",529
E02004696,Basingstoke and Deane 022,"Works mainly at an offshore installation, in no fixed place, or outside the UK",436
E02004697,East Hampshire 001,"Works mainly at an offshore installation, in no fixed place, or outside the UK",413
E02004698,East Hampshire 002,"Works mainly at an offshore installation, in no fixed place, or outside the UK",450
E02004699,East Hampshire 003,"Works mainly at an offshore installation, in no fixed place, or outside the UK",753
E02004700,East Hampshire 004,"Works mainly at an offshore installation, in no fixed place, or outside the UK",760
E02004702,East Hampshire 006,"Works mainly at an offshore installation, in no fixed place, or outside the UK",907
E02004703,East Hampshire 007,"Works mainly at an offshore installation, in no fixed place, or outside the UK",877
E02004704,East Hampshire 008,"Works mainly at an offshore installation, in no fixed place, or outside the UK",615
E02004705,East Hampshire 009,"Works mainly at an offshore installation, in no fixed place, or outside the UK",683
E02004706,East Hampshire 010,"Works mainly at an offshore installation, in no fixed place, or outside the UK",592
E02004707,East Hampshire 011,"Works mainly at an offshore installation, in no fixed place, or outside the UK",703
E02004708,East Hampshire 012,"Works mainly at an offshore installation, in no fixed place, or outside the UK",720
E02004709,East Hampshire 013,"Works mainly at an offshore installation, in no fixed place, or outside the UK",655
E02004710,East Hampshire 014,"Works mainly at an offshore installation, in no fixed place, or outside the UK",513
